review,rating,final_text,sentiment
"Tidak semua orang yang naik gocar harus lewat tol dan selama perjalanan tidak harus juga menggerutu kalo yang anda (driver) mau tidak terjadi. Jujur selama 2026 hampir selalu dapat driver yang seperti ini, sangat menjengkelkan dan pastinya saya tidak akan ambil driver dengan bintang dibawah 4.9, mohon maaf dan terima kasih.",1,tidak semua orang naik gocar lewat tol lama jalan tidak gerutu kalau driver mau tidak jadi jujur lama hampir selalu driver sangat jengkel pasti tidak ambil driver bintang bawah mohon maaf terima kasih,negatif
Sangat Bermanfaat Sekali,5,sangat manfaat sekali,positif
setelah di perbarui kok tambah eror ya min mengecewakan,2,baru kok tambah error admin kecewa,negatif
siiipp mantappp,5,siipp mantap,positif
banyak diskonya,5,banyak disko,positif
"driver nya pada judes aih pas ambil atau pick up orderan di toko saya, jarang banget saya denger makasih apake udah mah ga sabaran pengen di duluin mulu",5,driver judes aih pas ambil pick up order toko jarang banget denger terima kasih apake mah tidak sabar ken duluin mulu,positif
"Lebih murah, cepat dan aman sampai tujuan",5,lebih murah cepat aman tuju,positif
aplikasinya keren sangat membantu saat kita butuh bantuan darurat,5,aplikasi keren sangat bantu butuh bantu darurat,positif
biaya penanganan mahal sekali skrg 30rb jirrr,1,biaya tangan mahal sekali sekarang rb jirr,negatif
sipp tepat waktu,5,sipp tepat waktu,positif
"sangat puas,,sampai dg selamat terimakasih 🙏",5,sangat puas selamat terimakasih,positif
aplikasi pemeras bangsa,1,aplikasi peras bangsa,negatif
sejauh ini selalu ok,5,jauh selalu,positif
aplikasi yg sangat bagus. sangat membantu. terima kasih gojek☺️,5,aplikasi sangat bagus sangat bantu terima kasih gojek,positif
mantpp,5,mantpp,positif
ramah drivernya,5,ramah driver,positif
"Udah lama pakai ini, tapi baru ini kasi bintang 5",5,lama pakai baru kasi bintang,positif
aplikasi sangat membantu 🙏🙏,5,aplikasi sangat bantu,positif
"Ga ngerti lagi sama gojek niiii. sebagai customer gofood mesti telat terus makanan saya dianter. Eits, bentar. Saya juga penjual ya di gofood merchant. Saya sebeeellll, orderan udah saya siapkan on time. tapi lagi lagi drivernya luuaamaaaaa jemputnya. Gatau emang drivernya selalu lelet apa gimana sih, bener2 ga ngerti sama sistemnya gojek. Kenapa kalian seolah² mengadu domba customer dan seller? Cust nunggu lama, seller jg nunggu lama. Bisa ga sih drivernya sat set kayak sebelah?? Heran.",1,tidak ngerti sama gojek nii customer gofood mesti telat terus makan anter eits bentar jual gofood merchant sebeell order siap on time driver luuaamaa jemput gatau memang driver selalu lambat apa bagaimana benar tidak ngerti sama sistem gojek kalian adu domba customer seller cust nunggu lama seller nunggu lama tidak driver sat set kayak belah heran,negatif
bagus deh kalau mager ke luar rmh.,5,bagus kalau mager luar rmh,positif
aneh paylater ada tapi tidak bisa digunakan,3,aneh paylater tidak guna,netral
"driver nya pada kenapa sih kebiasaan banget belom jalan udah kebanyakan nanya berapa orang lah dimana lah segala macem, kadang pas udah sampe di titik jemput malah dia yang cancel sendiri gajelas bgt. kadang di chat kaga bales jemput juga kaga jalan mau nya apa sih? giliran saya keseringan cancel gara"" driver pada gak gerak malah kena peringatan kan bgst. minimal aplikator deteksi lah pergerakan driver sejak orderan masuk, suspend aja yang pada kebiasaan gak mau ambil tapi juga gak mau cancel.",1,driver biasa banget bom jalan banyak nanya berapa orang segala macem kadang pas sampe titik jemput malah cancel sendiri gajelas banget kadang chat tidak bales jemput tidak jalan mau apa gilir sering cancel gara driver tidak gerak malah kena ingat kan bgst minimal aplikator deteksi gera driver sejak order masuk suspend biasa tidak mau ambil tidak mau cancel,negatif
"pada 15 mei 2026 pukul 16.34 saya memesan goride dan hanya melakukan satu kali order. namun saat perjalanan berlangsung, ada driver lain yang menelepon dan mengatakan bahwa beliau mendapat order yang sama serta sudah tiba di lokasi penjemputan. hal ini sangat mengganggu dan jelas merupakan kesalahan sistem. kejadian seperti ini sudah beberapa kali saya alami. mohon pihak gojek segera memperbaiki sistem agar tidak terjadi double order yang merugikan driver maupun pelanggan.",1,mei pukul mes goride laku satu kali order jalan langsung driver telepon kata beliau dapat order sama tiba lokasi jemput sangat ganggu jelas rupa salah sistem jadi beberapa kali alami mohon pihak gojek segera baik sistem tidak jadi double order rugi driver maupun langgan,negatif
salah satu aplikasi yg mempermudah segala urusan hampir semua ada,5,salah satu aplikasi mudah segala urus hampir semua,positif
dari dulu sampe sekarang gojek Poko nya ga ada lawan dah,5,dulu sampe sekarang gojek poko tidak lawan dah,positif
Fast Respon,5,fast respon,positif
tepat waktu dalam menjemput juga para driver nya ramah,5,tepat waktu jemput driver ramah,positif
enak banget pake gojek kemana mana jadi murah,5,enak banget pake gojek mana jadi murah,positif
terbaik💖,5,baik,positif
"selalu seneng pake gojek bantu aku pulang kerja jadi lebih cepet, apalagi kalau ada promo hemat makin seneng",5,selalu neng pake gojek bantu pulang kerja jadi lebih cepat kalau promo hemat makin neng,positif
amanah dan ramah,5,amanah ramah,positif
Mantappp brooo,5,mantap broo,positif
"pesanan selalu lama, kadang menunggu hampir 1 jam, tau"" di batalin",1,pesan selalu lama kadang tunggu hampir jam tau batalin,negatif
"Halo kak, saya lupa PIN dan Nomer sudah tidak aktif / hilang, Sudah coba ke GraPari namun tidak bisa Mencetak Ulang nomer yg terdaftar di akun, Saya ingin mengajukan permohonan untuk memperbarui/mengganti ke nomer baru. Saran : Jika Pengguna Lupa PIN dan Nomer Juga Sudah Tidak Aktif, Cukup tambahkan Fitur Scan KTP/ Muka pengguna agar tidak mempersulit keadaan. Terima Kasih.",2,halo kak lupa pin nomer tidak aktif hilang coba grapari tidak cetak ulang nomer daftar akun aju mohon baru ganti nomer baru saran guna lupa pin nomer tidak aktif cukup tambah fitur scan ktp muka guna tidak sulit ada terima kasih,negatif
driver Napa suka batalin sihhh Gedeg banget jadi telat kannnnnnnnnnnnn,3,driver suka batalin sihh gedeg banget jadi telat kann,netral
aplikasi keren,5,aplikasi keren,positif
bagus jadi beli makan dan minum ga keluar rumah mantap,5,bagus jadi beli makan minum tidak keluar rumah mantap,positif
"Fitur + saat chat driver kemana??? kan mau kasih foto lokasinya, kok gak ada?? gak oenting ya??",2,fitur chat driver kan mau kasih foto lokasi kok tidak tidak oenting,negatif
"Apaan ini, pesen gosend dr jam 11 pagi keterangan paket makanan saya dijemput dalam waktu 2 jam, udah 2 jam gada progres saya chat cs jam 1 siang, baru dicari driver nya dan keterangan paket makanan baru dijemput jam 3 atau 4 sore. Lhah 4-5 jam dong ini jadinya parah banget pelayanan kek gini. pantes viral aplikasi ojol sangat minus begini toh sistem nya. ❌️",1,apa sen gosend jam pagi terang paket makan jemput waktu jam jam gada progres chat customer service jam siang baru cari driver terang paket makan baru jemput jam sore lhah jam jadi parah banget layan kek gin pantes viral aplikasi ojol sangat minus begini sistem,negatif
"pelayanan nya baik, ramah, dan hemat 🫰",5,layan baik ramah hemat,positif
semua bagus,5,semua bagus,positif
ga selalu cepat dapat gojek nya pada males kali,3,tidak selalu cepat gojek males kali,netral
sangat recommended,5,sangat recommended,positif
sekarang jadi tambah ruwet apk.. gopay plus tambah susah,2,sekarang jadi tambah ruwet aplikasi gopay plus tambah susah,negatif
aplikasi lokal kualitas bintang 5,5,aplikasi lokal kualitas bintang,positif
"Sangat membantu, perjalanan lebih efisien dan cepat sampai tujuan. Semoga selalu amanah.",5,sangat bantu jalan lebih efisien cepat tuju moga selalu amanah,positif
aplikasi ojek online yg gak punya driver. nunggu pesan gofood 1 jam gak ada driver. hapus aja aplikasi gak guna,1,aplikasi ojek online tidak punya driver nunggu pesan gofood jam tidak driver hapus aplikasi tidak,negatif
agak lemot sih,3,lambat,netral
saldo gopay saya kepotong otomatis buat langganan gojek plus 90 day padahal saya nggak sama sekali klik langganan.,1,saldo gopay potong otomatis buat langgan gojek plus day padahal tidak sama sekali klik langgan,negatif
ok bermanfaat GOJEK OKE,5,manfaat gojek oke,positif
"gojek,tranfortasi memudahkan jln2 Smpe tujuan.",5,gojek tranfortasi mudah jln smpe tuju,positif
Sangat Terbantu....,5,sangat bantu,positif
oke.semuanya,5,oke semua,positif
"sangat mudah dalam nertransaksi khusus pesan makanan,driver dll.👍👍",4,sangat mudah nertransaksi khusus pesan makan driver,positif
aplikasi buruk,1,aplikasi buruk,negatif
"padahal makanan nya udh aku cancel (kepencet) tapi malah tetep dianterin, gimana si",2,padahal makan cancel pencet malah tetep dianterin bagaimana si,negatif
joossss,5,jooss,positif
sangat membantu dan bermanfaat.,5,sangat bantu manfaat,positif
"duit ke tahan gak bisa di pake,upgrade susah ngeselin banget,kapok sumpah pake gopay",1,duit tahan tidak pake upgrade susah ngeselin banget kapok sumpah pake gopay,negatif
ga ribet,5,tidak ribet,positif
aplikasi gojek ini udah bagus dan tampilan nya juga bagus enggak bosenin keren lah saya kasih 5 bintang,5,aplikasi gojek bagus tampil bagus enggak bosenin keren kasih bintang,positif
sejauh ini selalu mendapat driver yang amanah,5,jauh selalu dapat driver amanah,positif
"terima kasih gojek , Alhamdulillah sll dpt driver yg peduli,sopan .",5,terima kasih gojek alhamdulillah selalu driver peduli sopan,positif
untuk gojek tolong hapus untuk kebijakan PRIVACY NUMBER itu menyusahkan kami para driver apa bila alamat kurang jelas dan titik tidak sesuai. memang bagi customer yang punya aplikasi gojek bisa kita chat via apk gojek customer tapi banyak yang belum paham. TOLONG HAPUS KEBIJAKAN TOLOL KALIAN ITU. BIJAK BOLEH TOLOL JANGAN,1,gojek hapus bijak privacy number susah driver apa bila alamat kurang jelas titik tidak sesuai memang customer punya aplikasi gojek chat via aplikasi gojek customer banyak belum paham hapus bijak tolol kalian bijak tolol jangan,negatif
Bonus gopay poinnya pelit,1,bonus gopay poin pelit,negatif
"penghapusan akun tidak dilakukan secara bersih, alias data masih tersimpan dan terekam di database mereka",1,hapus akun tidak laku bersih alias data simpan rekam database,negatif
"dikasih saldo limit playlater tapi di pakai belanja medekati limit tapi di tolak sama di bloker, maksudnya apa!!! niat ngasih pinjaman atau enggak, ragu ragu gitu!!! padahal pembayaran lancar... hadeh fungsi ada saldo limit apa woi ?!!",1,kasih saldo limit playlater pakai belanja medekati limit tolak sama bloker maksud apa niat ngasih pinjam enggak ragu ragu gitu padahal bayar lancar hadeh fungsi saldo limit apa woi,negatif
mudah pengaplikasiannya.,5,mudah aplikasi,positif
bagus apk nya suka,5,bagus aplikasi suka,positif
lemot banget to,1,lambat banget to,negatif
"kemudahan dlm perjlanan,mencapai tujuan",5,mudah dlm perjlanan capai tuju,positif
semakin baik dan banyak promo karena pakai plus,5,makin baik banyak promo pakai plus,positif
parah...slma ini gk penh yg nmanya telat byr..jstru sblm jtoh tempo slalu byr mlh tk lunasin..tp knpa pinjaman sya di tolak,1,parah slma tidak penh nmanya telat byr jstru jtoh tempo slalu byr mlh tk lunasin knpa pinjam tolak,negatif
tepat waktu dan drivernya ramah,5,tepat waktu driver ramah,positif
gampang terang sasi,5,gampang terang sasi,positif
gojek makin berkembang pesat,5,gojek makin kembang pesat,positif
"Nggak bisa disetel gelap, terus bug juga.",4,tidak setel gelap terus bug,positif
tepat waktu dan memuaskan,5,tepat waktu muas,positif
banyak bgt promonya sukaaaaa,5,banyak banget promonya sukaa,positif
penggunaan aplikasi untuk beli barang dan pesan kendaraan sdh baik TETAPI tiba-tiba ada potongan dr aplikasi catcut sebesar 83.250 padahal tidak berlangganan catcut setelah saya cek ada pemotongan bulan maret 8325 juga melalui aplikasi gojek. mohon untuk pengguna yg lain untuk lebih hati-hati,5,guna aplikasi beli barang pesan kendara baik tiba tiba potong aplikasi catcut besar padahal tidak langgan catcut cek potong bulan maret lalu aplikasi gojek mohon guna lebih hati hati,positif
Lebih murah,5,lebih murah,positif
"LAMA BANGET NYARI DRIVER ,GW UNINSTALL JUGA LU LAMA LAMA GOJEK",5,lama banget nyari driver uninstall kamu lama lama gojek,positif
"tolong ya pihak gojek untuk menjaga ke amanan pengguna aplikasi ,soalnya ada driver nakal sengaja g trima orderan saya trus daftar orderan sya plus sma jumblah uangnya di screenshot buat kepentingan pribadi jika ketauan nakal tolong dibaned aja itu driver bikin orang kesal saja ss daftar orderan orang trus dijadiin bahan laporan ke pihak kluarga pemesan kan ga etis sma skli ,tolong ya klo driver blom trima orderan itu plis jumblah orderan sma uangnya disembunyikan dia baru bisa liat pesenannya🙏",2,pihak gojek jaga aman guna aplikasi soal driver nakal sengaja tidak trima order terus daftar order plus sama jumblah uang screenshot buat penting pribadi tau nakal dibaned driver bikin orang kesal ss daftar order orang terus dijadiin bahan lapor pihak kluarga mes kan tidak etis sama skli kalau driver blom trima order plis jumblah order sama uang sembunyi baru liat sen,negatif
"Aplikasi kacau. top up gopay dr bca ga update saldo gopaynya. pdhl lg urgent buat goride. ga jelas. mahal doang, bagus kaga",3,aplikasi kacau bagus up gopay bca tidak update saldo gopaynya padahal urgent buat goride tidak jelas mahal doang bagus tidak,netral
"semakin sering dipakai semakin lemot ngelag, apalagi dapat driver gk jujur bikin trauma. kalau semisal dijalan kalian ya driver alami ban bocor kecelakaan bilang aja sejujur-jujurnya, kita mau kok nunggu kalau kalian blak²an. bayangin bilangnya ada tambahan duit buat bayar parkir. padahal beliau belum nyampe resto, karena kita dihubungi pihak resto drivernya blum sampai dan posisi resto sudah tutup jadi tidak ada pungli parkir kalau semisal ada kendala dijalan sebelum nyampe resto itu bilang aja",1,makin sering pakai makin lambat lag driver tidak jujur bikin trauma kalau misal jalan kalian driver alami ban bocor celaka bilang jujur jujur mau kok nunggu kalau kalian blak an bayangin bilang tambah duit buat bayar parkir padahal beliau belum nyampe resto hubung pihak resto driver belum posisi resto tutup jadi tidak pungli parkir kalau misal kendala jalan nyampe resto bilang,negatif
susah pasang aplikasi ny,4,susah pasang aplikasi ny,positif
perbaiki masalah jaringan,1,baik masalah jaring,negatif
suka cepat LG klu naik gojek 💪,5,suka cepat klu naik gojek,positif
"3 kali saya pesan gocar biasa (ada diskon dari app), saya chat tidak dibalas. telpon tidak diangkat. mobilnya tambah jauh, atau tidak bergerak sama sekali. tolong kalau tidak mau diambil, bilang. biar saya cancel lalu cari driver lagi. posisi malam hari, hujan, bawa anak2 dan batre hape low. tolong komunikasi yang enak lah",4,kali pesan gocar biasa diskon app chat tidak balas telpon tidak angkat mobil tambah jauh tidak gerak sama sekali kalau tidak mau ambil bilang cancel lalu cari driver posisi malam hari hujan bawa anak batre hape low komunikasi enak,positif
"drivenya g jls smua setiap msn buat plng ke rmh sllu g ad yg ambil, pdhl dr aplikasi udh ad yg nyangkut ke driver tp rta² smw driver malah sengaja ga jmpt + g mau cancle,g tau apa gue nungguin lama² trnyt g mw ambil? sngja g dicancle biar cust yg cancle, akun driver bgus² aj g ad rwyt sring cancle sdngkn akun cust dibuat susah nyari driver gara² keseringan cancle sepihak yg dimnta driver sendiri. tolong dong evaluasi driver² lu gojek, kalo udh KAYA ga mau ambil orderan ga ush aktifin apk hdeh.",2,drivenya tidak jls smua msn buat plng rmh selalu tidak ad ambil padahal aplikasi ad nyangkut driver rta smw driver malah sengaja tidak jmpt tidak mau cancle tidak tau apa nungguin lama trnyt tidak mw ambil sngja tidak dicancle cust cancle akun driver bagus aj tidak ad rwyt sring cancle sdngkn akun cust buat susah nyari driver gara sering cancle pihak dimnta driver sendiri evaluasi driver kamu gojek kalau kaya tidak mau ambil order tidak ush aktifin aplikasi hdeh,negatif
ok dah,5,dah,positif
Berat aplikasi nya dongo,1,berat aplikasi dongo,negatif
kasian pak nadiem,5,kasi pak nadiem,positif
GO car nya tidak ready.. dan tiba sudah dapat driver.. driver nya gak gerak2.. di batalin malah awak yg kenak sangsi... tolong agak di perbaiki ni go car.. orang buru2 malah terkendala nunggu lama,2,go car tidak ready tiba driver driver tidak gerak batalin malah awak nak sangsi baik ni go car orang buru malah kendala nunggu lama,negatif
"mudahhh, gak ribet, gampang pahamm oke deh",5,mudahh tidak ribet gampang pahamm oke,positif
"sumpah kacaw banget skarang gojek, susah banget buat nyari driver, di tolak mulu, udah nunggu 30 menit malah di batalin. begitu juga kalau mesen makanan ga ada yg mau nganterin, coba perbaiki lagi dong pelayanannya, padahal dulu aku selalu lebih milih pesen di gojek di banding yang sebelah.. sekarang jadi males mesen mesen di gojek. kecewa berat.",3,sumpah kacaw banget skarang gojek susah banget buat nyari driver tolak mulu nunggu menit malah batalin kalau mesen makan tidak mau nganterin coba baik layan padahal dulu selalu lebih milih sen gojek banding belah sekarang jadi males mesen mesen gojek kecewa berat,netral
cepat dan nyaman,5,cepat nyaman,positif
"tolong banget rating penumpang bisa diliat tiba' driver bilang kalau rating aku 4.3 dan katanya bakal susah nyari driver padahal aku gak ngapa'in, payment selalu pake gopay di gojek mau gofood, dll. gak pernah bikin driver nunggu, udah berusaha jadi penumpang yg baik buat semua drivernya karena aku berterima kasih sama mereka udah mau ambil orderan aku, bahkan waktu itu sampai effort nyebrang jauh karena drivernya gamau jemput. kenapa driver mau rating 5 tapi ke kita ngasih jelek salah aku apa😭",1,banget rating tumpang liat tiba driver bilang kalau rating kata bakal susah nyari driver padahal tidak ngapa in payment selalu pake gopay gojek mau gofood tidak pernah bikin driver nunggu usaha jadi tumpang baik buat semua driver terima kasih sama mau ambil order bahkan waktu effort nyebrang jauh driver gamau jemput driver mau rating ngasih jelek salah apa,negatif
lelet....sok buat harga murah tapi pengendaranya ga ada yang terima,3,lambat sok buat harga murah kendara tidak terima,netral
sangat membantu di waktu sulit,5,sangat bantu waktu sulit,positif
tepat waktu.... ongkos terjangkau..,5,tepat waktu ongkos jangkau,positif
Gojek mantap 👍👍,5,gojek mantap,positif
sangat bermanfaat karena rumah saya jauh dari kota jadi saya selalu pesan gojek dan selalu sampai tepat waktu dan tepat lokasi nya,5,sangat manfaat rumah jauh kota jadi selalu pesan gojek selalu tepat waktu tepat lokasi,positif
sekarang malah 6 hari di update kocak banget sih,1,sekarang malah hari update kocak banget,negatif
FAST response,5,fast response,positif
pengiriman cepat 👍🏻,5,kirim cepat,positif
"aplikasi yg sangat membantu. cepat, sesuai pesanan dan bisa untuk kirim juga, sangat membantu thx. keep developing",5,aplikasi sangat bantu cepat sesuai pesan kirim sangat bantu terima kasih keep developing,positif
alhamdulillah,5,alhamdulillah,positif
cepat respon untuk jemput pasien di RS Terima kasih,5,cepat respon jemput pasien rs terima kasih,positif
argonya pass didriver,5,argonya pass didriver,positif
"ok, berkembang terus",5,kembang terus,positif
Top gojek,5,bagus gojek,positif
gak bisa di daftar hrs verifikasi wajah,1,tidak daftar verifikasi wajah,negatif
Amplikasi bagus,5,amplikasi bagus,positif
perjalanan menyenangkan,5,jalan senang,positif
bagus lapangan pekerjaan buat orang orang biar bisa lebih berkembang dan maju,5,bagus lapang kerja buat orang orang lebih kembang maju,positif
ngga usah kebanyakan update klo performanya ngga pernah berubah,5,tidak usah banyak update kalau performa tidak pernah ubah,positif
tolong tambahi fitur pembayaran pake aplikasi dana dong Mimi,4,tambah fitur bayar pake aplikasi dana mimi,positif
manntab,5,manntab,positif
Aplikasi Kebangaan Anak Bangsa. Sukses selalu untuk Gojek. ⭐️⭐️⭐️⭐️⭐️,5,aplikasi kebangaan anak bangsa sukses selalu gojek,positif
gak papa sih di kasih bintang 🌟🌟🌟🌟🌟,5,tidak papa kasih bintang,positif
ga perlu repot buat keluar rumah kalau jajan,5,tidak perlu repot buat keluar rumah kalau jajan,positif
"min, tolong repot account driver atas nama iyan sofiyan hadi plat B3236ESX. saya ajuin komplain ke beliau engga ada responnya sama sekali, metode pay melalui bank jago tapi beliau salah angkut penumpang jadinya saya bayar double ke dua driver sekaligus. please report! baru kali ini kecewa sama driver",1,admin repot account driver atas nama iyan sofiyan had plat esx ajuin komplain beliau engga responnya sama sekali metode pay lalu bank jago beliau salah angkut tumpang jadi bayar double driver sekaligus please report baru kali kecewa sama driver,negatif
"mahal banget sekarang, biasa tarif 25rb sekarang jadi 37-40rb lebih hampir 2× lipatnya",1,mahal banget sekarang biasa tarif rb sekarang jadi rb lebih hampir lipat,negatif
sangat membantu 👍👍👍,5,sangat bantu,positif
"singkat saja, bagus",5,singkat bagus,positif
"pihak gojek mohon untuk diperhatikan helm yang diberi driver kepada penumpang sering kali kotor, mohon sekali diperhatikan",4,pihak gojek mohon perhati helm beri driver tumpang sering kali kotor mohon sekali perhati,positif
ramah dn tepat waktu,5,ramah dn tepat waktu,positif
berguna banget buat kaum mageran kayak aku,5,guna banget buat kaum mageran kayak,positif
Oke.. gesit Antar pesanan nya.,5,oke gesit antar pesan,positif
baik n ramah,5,baik ramah,positif
gojek keren,5,gojek keren,positif
"apa boleh buat. mau hemat harus masak sendiri. pakai GoFood harganya mahal sekali, itu juga untung kalo enak...",5,apa buat mau hemat masak sendiri pakai gofood harga mahal sekali untung kalau enak,positif
tepat waktu dan driver amanah,4,tepat waktu driver amanah,positif
"tolong di brifing lagi untuk para drivernya terutama driver gofood. knp setiap saya order gofood gak pernah bawa kembalian. pernah juga saya order gofood ada kembaliannya saya minta di balikin ke gopay saya dan saya SDH memberikan nomer gopay saya tapi malah gak ada itekad baik dari drivernya. heran saya setiap order gofood atau naik goride pasti gak pernah ada kembalian dgn alasan baru keluar lah baru isi bensin lah, kl sekali atau dua kali masih TDK apa². ini ud terlalu sering.",1,brifing driver utama driver gofood order gofood tidak pernah bawa kembali pernah order gofood kembali minta balikin gopay beri nomer gopay malah tidak itekad baik driver heran order gofood naik goride tidak pernah kembali alas baru keluar baru isi bensin kalau sekali kali tidak apa ud terlalu sering,negatif
Lumayan bagus,5,lumayan bagus,positif
semua urusan jadi beres,5,semua urus jadi beres,positif
mantap 👍🏻👍🏻,5,mantap,positif
Aplikasi terbaik,5,aplikasi baik,positif
bagus sih trbantu ssat ga Da yg dmntain anter..,5,bagus trbantu ssat tidak da dmntain anter,positif
Diskon nya banyak yang menarik,5,diskon banyak tarik,positif
mudah n menyenangkan,5,mudah senang,positif
sukaa,5,sukaa,positif
demi Allah saya mau update gojek plus terus ganti no yang udah ada saldo nya tiba tiba ilang tolong gimana ini,1,allah mau update gojek plus terus ganti no saldo tiba tiba ilang bagaimana,negatif
Tolong di aktifkan lagi aplikasi ini sangat membantu untuk bepergian,5,aktif aplikasi sangat bantu pergi,positif
"Aku suka pake aplikasi ini, praktis,mudah dipahami.",5,suka pake aplikasi praktis mudah paham,positif
masyaallah,5,masyaallah,positif
gojek sekarang semakin parah.,1,gojek sekarang makin parah,negatif
Mau Buka Aplikasi Gojek Dan grab,5,mau buka aplikasi gojek grab,positif
"banyak diskon dan bonus nya selalu , menjadi prioritas gua kalo malem laper pastinya pesan gofood",5,banyak diskon bonus selalu jadi prioritas kalau malem laper pasti pesan gofood,positif
kicau mania,5,kicau mania,positif
pelayanan sangat bagus dan ramah,5,layan sangat bagus ramah,positif
fitur nya ngekang di konsumen kalo mau pesan go food lama banget dapat driver sekali nya mau cancel harus nunggu waktu estimasi kan aneh ya. estimasi yg di maksud dapat driver buka. estimasi pesanan di kirim.,1,fitur ngekang konsumen kalau mau pesan go food lama banget driver sekali mau cancel nunggu waktu estimasi kan aneh estimasi maksud driver buka estimasi pesan kirim,negatif
"biar dibaca sama ownernya, kasih bintang 5 mau liat akun selalu gangguan teknis da coba lagi dan mau upgrade selalu loading. padah kuota masih 3 Giga dan wifi sedang on kapasitas 500 mbps. payah nih gojek udh mah bangkrut kali ya...",5,baca sama ownernya kasih bintang mau liat akun selalu ganggu teknis da coba mau upgrade selalu loading padah kuota giga wifi sedang on kapasitas mbps payah nih gojek mah bangkrut kali,positif
Ongkir go food MAHAL,1,ongkir go food mahal,negatif
gojek mempermudah hidup,5,gojek mudah hidup,positif
"terimakasih gojek, pelayanan semakin baik",5,terimakasih gojek layan makin baik,positif
"aplikasi bobrok, kama kali dapat driver nya padahal pakai yg biasa apalg pakai yg hemat mungkin setahun baru dapat driver, padahal liat d aplikasi jg bnyak driver d sekitar yg LG on, mending pakai Maxim udah murah cepat LG cari driver nya meskipun rata rata driver nya agak kurang bersih menurut ku🤭",1,aplikasi bobrok kama kali driver padahal pakai biasa apalg pakai hemat mungkin tahun baru driver padahal liat aplikasi bnyak driver on mending pakai maxim murah cepat cari driver meski rata rata driver kurang bersih ku,negatif
"Oke, aman nyaman",5,oke aman nyaman,positif
kembalikan sistem gojek yg dulu..,1,kembali sistem gojek dulu,negatif
kurang menarik,1,kurang tarik,negatif
sangat memuasakan,5,sangat puasa,positif
"saat chat dengan driver gofood, saya tidak bisa mengirim foto rumah, jadinya harus stand by sampai driver datang, padahal dulu bisa kirim foto jadi driver gak perlu banyak nanya, pesanan bisa ditaroh di pintu",4,chat driver gofood tidak kirim foto rumah jadi stand by driver datang padahal dulu kirim foto jadi driver tidak perlu banyak nanya pesan ditaroh pintu,positif
"Driver jaraknya terlalu jauh untuk menjemput customer, padahal bukan hemat. Kadang suka tidak mau info kalo tidak jadi pickup, chat tidak dibalas. Jadi menunggu terlalu lama..",3,driver jarak terlalu jauh jemput customer padahal bukan hemat kadang suka tidak mau info kalau tidak jadi pickup chat tidak balas jadi tunggu terlalu lama,netral
driver nya lebih galak dari customer padahal dia di bayar kerjaan itu,1,driver lebih galak customer padahal bayar kerja,negatif
"gojek ini kenapa sihh?? dari tadi saya nunggu, pas di cek ""masih mencari driver"" katanyaa.. gojek sekarang ga lihai kayak dulu, biasanya langsung muncul drivernya, sekarang kenapa lambat gini sihh prosesnyaa???!! LAMA TAU GA GUA NUNGGU, GA WORTH IT LAGI NIHH APK!!",1,gojek sihh tadi nunggu pas cek cari driver katanyaa gojek sekarang tidak lihai kayak dulu biasa langsung muncul driver sekarang lambat gin sihh prosesnyaa lama tau tidak nunggu tidak worth it nihh aplikasi,negatif
"Saya kecewa selalu bermasalah dalam penggunaan, pesan satu antar 3 x , tidak memesan terkadang ada pesanan masuk ... tolong aplikasi di perbarui lagi kami belum siap pesanan tapi SDH auto pesan sering salah paham sama drever nya 😬",2,kecewa selalu masalah guna pesan satu antar tidak mes terkadang pesan masuk aplikasi baru belum siap pesan auto pesan sering salah paham sama drever,negatif
"aneh, kenapa gojek hemat gabisa ganti pembayaran dari cash ke gopay? ini sangat merepotkan kalau lg ga bawa cash. semoga bisa diperbaiki, trims",1,aneh gojek hemat tidak ganti bayar cash gopay sangat repot kalau tidak bawa cash moga baik trims,negatif
cepat dan akrab,5,cepat akrab,positif
"Apk Ga Jelas, Pelayanan Makin Parah",1,aplikasi tidak jelas layan makin parah,negatif
promo² saya kok jd hilang ya setelah di update aplikasinya? 🤦🏻‍♀️,5,promo kok jadi hilang update aplikasi,positif
cepat sampai dan drivernya nyaman!!👍👍,5,cepat driver nyaman,positif
mantap bangett,5,mantap bangett,positif
"GAK JADI BINTANG 5 SETIAP GW PAKAI VOUCHER DISKON PASTI GAK DAPAT DRIVER,HABIS ITU NUNGGU NYA 1 JAM , TOLONG DRIVER HARGAIN ORANG ORANG KECIL KAYAK GUA,GUA TAU HARGANYA KEDISKON CUMAN JANGAN GITU,SAMA APL GOJEK,KALO UDAH LEBIH DARI 30 MENIT GAK DAPAT DRIVER KASIH TOMBOL PEMBATALAN LA(GW KETIK INI SAMBIL MENUNGGU PESANAN GW JADI ,DAN GW NUNGGU DARI JAM 5)(SEKARANG JAM 6 DAN BELUM DAPAT DRIVER) GW GAK PUAS",1,tidak jadi bintang pakai voucher diskon tidak driver habis nunggu jam driver hargain orang orang kecil kayak tau harga diskon cuman jangan gitu sama apl gojek kalau lebih menit tidak driver kasih tombol batal la ketik tunggu pesan jadi nunggu jam sekarang jam belum driver tidak puas,negatif
