review,rating,date,thumbsUpCount,reviewCreatedVersion
mantaaap,5,2026-04-23 18:28:15,0,5.56.2
"gajelas apk ini masa harus menunggu 30 jam untuk login, dan aneh nya gk bisa daftar akun",1,2026-04-23 17:52:09,1,
sopan baik,5,2026-04-23 17:39:30,0,5.56.2
selama pake aplikasi gojek tidak mengecewakan. pertahankan,5,2026-04-23 17:12:25,0,5.56.2
Apk gojek saya di bagian express setiap kali saya mau chat driver tidak bsa dipencet awalnya ada ikon chat dan telfon tp kl saya pencet chat ikon nya loading trs hilang🗿jd cma bsa telfon aja. Tp saya ada pernah liat hp temen saya kl express dia bsa2 aja chat driver knp gt ya? udh dr lama gojek express saya bgtu soalnya. ini malah td sempet telfon bsa skrg ikonnya jd abu² gk bsa dipencet😭💆🏻‍♀️. udh update kok ini vers terbaru,3,2026-04-23 17:09:22,6,5.56.2
memudahkan saat cari food,5,2026-04-23 17:05:33,0,5.56.2
koq tidak bisa bukaa,1,2026-04-23 16:54:12,1,5.56.2
"gofoodnya : ekonomis / ekspres sama aja gada bedanya. jangan mau di bodohin expres, nyesel parah, skrg makin bobrok gojek",2,2026-04-23 16:45:00,2,5.57.2
"baru kali ini ketipu sama driver gofood, di status makanan di antar padahal ga nyampe ke penerima wkwk",1,2026-04-23 16:22:14,1,5.56.2
bintang 5 biar dapat voucher terus,5,2026-04-23 16:18:28,0,
apakah gojek ada mobil dan terhubung dengan gopay,1,2026-04-23 16:01:51,1,
"cukup baik dan membantu.,",5,2026-04-23 15:42:44,0,5.54.1
baik.. semoga selalu berkembang dan tambah maju. amin,5,2026-04-23 15:42:35,0,5.54.1
Nyaman ngga ngebut,5,2026-04-23 15:32:07,0,5.56.2
driver kalian suka nge cancel,1,2026-04-23 14:43:39,1,
mantap buat gojek,5,2026-04-23 14:40:55,0,5.56.2
sangat membantu 😊,5,2026-04-23 14:20:24,0,5.56.2
bagus.. tapi tolong harganya ngotak dikit,5,2026-04-23 14:11:55,0,5.56.2
aplikasi yg bagus untuk mempermudah transportasi / perjalanan dekat maupun jauh,5,2026-04-23 13:54:05,0,5.56.2
buruk aplikasi nya susah nyari banyak gengsi,1,2026-04-23 13:42:41,1,5.56.2
"makin kesini makin ga jelas, selalu sulit mendapatkan driver padahal di apk terlihat banyak driver terdekat tapi jarang mendapatkan driver.",1,2026-04-23 13:04:31,7,5.52.1
"Online harusnya cepat.. Cepat harus bayar lagi, pindah aja ke tetangga lebih cepat tanpa bayar",1,2026-04-23 13:04:10,1,5.56.2
pelayanan ramah dn kendaraan bersih dn terawat,5,2026-04-23 12:54:52,0,5.56.2
saran untuk titik lokasi d perjelas mungkin dengan mode hd dan jangan ketinggalan updete titik,5,2026-04-23 12:43:14,0,5.56.2
"ada yang tau nomor telepon CS GOJEK? Saya mau laporan tapi gak mau laporan di aplikasi karena dijawabnya sama Bot. Saya mau laporan ke CS yang manusia. Aplikasi apaan sih ini, sangat merugikan driver dan customer.",1,2026-04-23 12:37:59,1,5.50.1
jooossssss,5,2026-04-23 12:37:07,0,5.56.2
bagus 👍,5,2026-04-23 12:34:13,0,5.54.1
Selalu membantu saya ketika pepergian sama beli makan mls ke luar rumah,5,2026-04-23 12:00:43,0,5.56.2
goo jod,5,2026-04-23 11:34:25,0,5.56.2
cukup lumayan membantu,4,2026-04-23 11:22:47,0,
"tolong kembalikan uang saya, saya pesen gofood menggunakan debit. tetapi tidak mendapat driver selama 1 jam menunggu. uang saya tetap di tarik dari rek, tetapi tidak pernah kembali. kejadian bukan 1/2x tetapi sudah 5x. sudah lapor ke cs tetapi responnya seperti bot. awalnya udh ga mau pake debit lagi tetapi dalam keadaan mendesak mau ga mau pencet debit yg udh tertaut aja. eh kejadiannya terulang terus menerus. saya sabar menunggu 14h tetapi uang tidak kunjung di kembalikan.",1,2026-04-23 11:20:32,8,5.56.2
kok di android saya ga ada kupon gratis tapi di iPhone temen ada ini kenapa dah,5,2026-04-23 10:39:00,0,
"selalu direpotkan oleh oknum gojek di jalanan, mohon untuk lebih selektif lagi dalam memilih mitra Anda, minimal punya akal sehat gitu",1,2026-04-23 09:38:57,1,
tidak ada diskon,4,2026-04-23 08:47:44,0,5.54.1
alhamdulillah sangat baik dan 👍,5,2026-04-23 08:22:55,0,
ok app,5,2026-04-23 07:41:19,0,5.51.1
"semalam pesan gojek comfort, harusnya gede kan motornya / luas., dilalah gw bawa bocah. buset dahh yg sampe trnyt motor macam Scoopy tapi inii motor batre swap. tolong diperbaiki , kalo sekiranya motor kecil, jgn ambil pesenan gojek comfort. keselamatan di pertaruhkan karena jok sempit bgt",1,2026-04-23 07:32:30,1,
"karena ada driver bernama pratanjana praba darmatatya saya sangat ikhlas untuk memberi bintang 5, tolong naikan driver tersebut",5,2026-04-23 07:03:49,0,5.56.2
Kadang jarak gojek yang lebih dekat ada tapi kenapa diberi yang jauh?,4,2026-04-23 06:42:42,0,5.56.2
muakk banget make gojek nyari driver susahnya minta ampun,1,2026-04-23 03:21:29,1,4.60.1
"pesen paket dari tiktok shop, diambil sama gosend. nah cuma titik nya gasesuai, dan lagi dicari jalan keluarnya. malah ditolol tololin sama driver gosendnya. alamat mah saya tulis udh bener, cuma klo titiknya gasesuai emg salah saya?",1,2026-04-23 02:47:23,1,5.56.2
sangat berfungsi untuk orang yang mager keluar rumah dan memesan makanan dengan instan,5,2026-04-23 01:54:32,0,5.56.2
"susah dapet driver ,gabisa dibatalin aneh",1,2026-04-23 01:48:14,1,
buruk terlalu lemot,1,2026-04-23 01:47:43,1,5.56.2
"mantul ,jozz",5,2026-04-23 01:46:11,0,5.53.2
mengasyikan,5,2026-04-23 00:02:05,0,5.48.2
SANGAT BURUK BELAKANGAN INI ???,1,2026-04-22 23:58:40,1,5.56.2
ngeselin bgt padahal ga oengen pake gopay coins.tapi kepale otomatis jadi males lagi makenya,2,2026-04-22 23:57:35,1,5.56.2
minus diskon,4,2026-04-22 23:37:12,0,
"👎 user interface jadi membingungkan, udah gitu sekarang susah cari driver, pas dapet driver malah diajak melanggar rambu lalu lintas",1,2026-04-22 23:24:57,1,5.22.2
"Gocats sama kucing di apk gopey masih banyak bug, reward koin gopey kadang gak masuk masuk meski sudah di klaim",3,2026-04-22 23:11:56,1,5.54.1
⭐💩,1,2026-04-22 23:11:02,3,5.56.2
lamaa,1,2026-04-22 21:51:29,1,
sistem dan pelayanan sangat buruk apalah pinjaman gopay jangan pernah kalian coba apapun alasannya ini berbahaya,1,2026-04-22 21:50:58,1,
sangat2 bagus pelayanannya,5,2026-04-22 21:48:30,0,5.56.2
"udah beberapa kali pesen gofood,ga dapat ² driver padahal masih siang",1,2026-04-22 21:43:28,1,5.33.1
"gua kesinggung . gua pesenin gojek buat emak gua. tapi orng nya lagi di wc, otomatis gua kn yg ngadepin dlu kan bilng tunggu sebntr. perkiraan dia gua yg naik,dan emng badan gua gede,tiba2 bilang iya terus jln aja ngalor tnpa bilng maaf ga bisa angkut . itu sopan ga sh? gua kn blm bilang ibu gua yg naek, tp udh salah sangka dan ngabur gt aja",1,2026-04-22 21:41:58,1,5.56.2
"Ada peningkatan dan sudah ada perubahan besar, cepat dapat driver, dengan tarif yang konsisten untuk saya yang setiap hari di pakai pulang pergi kerja. terima kasih Gojek...",5,2026-04-22 21:26:40,2,5.56.2
Sangat membantu dan Amanah,5,2026-04-22 21:15:37,0,5.56.2
sangat buruk sudah berapa kali masuk verif 3 kali wajah tidak bisa terus masuk uang melayang. sudah minta bantuan pun juga tidak di tanggapi. BURUUK,1,2026-04-22 21:14:38,2,5.56.2
pokoknya oke lah,5,2026-04-22 21:03:17,0,5.55.2
Bayar dengan GoPay... jika transaksi macet (Dalam Proses) terlalu lama.. (misal 30menit) sebaiknya diberikan opsi 'PEMBATALAN'.. sehingga dana/uang tidak tersandera dan bisa dimanfaatkan untuk yang lain.. Tks.,3,2026-04-22 21:03:09,3,5.54.1
kurang josjis aplikasinya...tambah kesini mala ga sip.... masa chat driver erorr,1,2026-04-22 20:44:21,1,
kenapa gopay saya tidak bisa menerima top up,5,2026-04-22 20:37:42,0,
Terimakasih karna sangat membantu sekali🥰🤙🏻,5,2026-04-22 20:30:56,0,5.57.2
aplikasi yg bermanfaat dan efesiensi,5,2026-04-22 20:06:35,0,5.56.2
gojek selalu ada dimana saja dan kapansaja,5,2026-04-22 19:50:51,0,5.56.2
benerin dulu karyawan nya masak kebanyakan karyawan nya melanggar aturan berkendara,1,2026-04-22 19:48:42,1,
mantaaap....,5,2026-04-22 19:41:42,0,
"tolong dong navigasi nya diakuratin lagi, susah bener dah",1,2026-04-22 19:29:21,1,5.55.1
driver ramah dan cepat,5,2026-04-22 19:10:14,0,5.56.2
aplikasi tolol. driver cancel tapi gada notif apa apa. tampilan aplikasi pun ga berubah,2,2026-04-22 19:08:47,1,5.56.2
"Akun go-ride jabodetabek reguler kapan buka nya ya ? saya di wa nya yg gocar terus, perasaan saya ga pernah daftar gocar",5,2026-04-22 19:06:43,0,
Sangat membantu saya.,5,2026-04-22 18:49:35,0,
Sangat membantu untuk memenuhi kebutuhan sehari-hari 👍,5,2026-04-22 18:35:56,0,5.56.2
aplikasi paling buruk dan zhalim,1,2026-04-22 18:14:16,2,5.57.2
"untuk pengemudi terutama motor itu sering lawan arah tolong lah di tindak,kalo di suspend berapa hari masih lawan arah copot ajah udah mitranya BIKIN GANGGU RISIH KAYA GENG MOTOR",1,2026-04-22 18:10:28,1,
"baru pertama kali ditolak, ditinggal pergi padahal udah nyampe, driver yang jogja malesi, gak sopan, labil kaya anak SD, gak niat kerja,",1,2026-04-22 17:19:39,1,5.56.2
sangat cepat penjemputan ya dan sangat baik layanan ya ... makasih,5,2026-04-22 17:13:23,0,5.56.2
baik semoga lebih baik lagi,5,2026-04-22 17:12:40,0,5.51.1
"ramah sama penumpangnya doang, sama orang lain kagak ramah. pikiran duit doang ini mah 😂😂 kerjaan ampas",1,2026-04-22 16:59:01,1,
banyak pengemudi yang tidak taat aturan. contohnya melawan arah yang dilakukan oleh driver dengan plat bg 5877 AFH. tolong urus kasusnya,1,2026-04-22 16:48:36,1,5.53.2
ramah dan pelayanan nya baik,5,2026-04-22 16:39:25,0,5.51.1
"sayang KLO hujan nyantole driver susah ,makanya sistem driver jangan diotak Atik terus biar gak sulit",5,2026-04-22 16:31:35,0,5.56.2
Mantab Gocar Gojek Maju terus...,5,2026-04-22 15:53:04,0,5.56.2
sangat praktis untuk mendapatkan jasa antaran,5,2026-04-22 15:43:35,0,
daftar aja ribet amat kan saya mau ngojek bukan jadi drever ampun deh,1,2026-04-22 15:25:03,1,5.56.2
oke bangett lumayanlah,5,2026-04-22 15:00:09,0,5.56.2
"Aplikasi sangat rekomendasi memudahkan dalam sehari hari aktivitas kita, Terimakasih.",5,2026-04-22 14:59:59,2,5.56.2
enak untuk menjelajahi semua tempat,5,2026-04-22 14:57:44,0,5.52.1
solusi tepat untuk aman berkendara,5,2026-04-22 14:55:00,0,5.56.2
dengan aplikasi ini kebutuhan saya yang mendadak dan tidak langsung beli kebutuhan saya di toko sangangat membantu,5,2026-04-22 14:50:09,0,5.56.2
"HILANGKAN FITUR PADA APLIKASI CUSTOMER YANG MENGIJINKAN PELANGGAN BISA MEMESAN LEBIH DARI 1 ORDERAN PADA SEMUA LAYANAN PADA APLIKASI GOJEK AGAR TIDAK TERJADI DOUBLE ORDER KARENA AKAN MERUGIKAN DRIVER JIKA MENDAPAT PELANGGAN YG AGAK GAPTEK SEHINGGA TIDAK BISA MEMBATALKAN ORDERAN YG TIDAK SENGAJA ATAU KARENA HAL LAIN. MOHON PERHATIAN DAN KERJASAMANYA, TERIMAKASIH.",3,2026-04-22 14:43:39,1,5.56.2
g ribet,5,2026-04-22 14:23:09,0,5.56.2
enak laah laper laper g pusing keluar beli makan,5,2026-04-22 13:41:00,0,5.56.2
"Gojek.., sangat mnunjang utk Kepentingan Masyarakat.",5,2026-04-22 13:37:09,0,4.52.2
memyenangkn dpt driver ramah,5,2026-04-22 13:17:48,0,5.56.2
"ongkir mahal dapat driver yang dari jauh mulu, padahal di depan mata banyak driver pada tiduram. apalagi pesen gofod di lama2in",1,2026-04-22 13:10:40,1,5.56.2
"makin ribet aja mau jadi konsumen, prosesnya mulai mirip mau jadi nasabah pinjol aja. auto geser sebelah bersama sekeluarga dan ngajak semua koneksi yang dipunya.",1,2026-04-22 13:08:08,1,5.48.2
banyak promo i like it,5,2026-04-22 13:05:24,0,5.56.2
naik grab lebih praktis dan lebih nyaman,5,2026-04-22 12:56:52,0,5.56.2
berkendara dengan aman dan mudah,5,2026-04-22 12:56:48,0,
Baguus pelayanan nya. gojek sgt bermanfaat dan membantu saya. Terimakasih yaa,5,2026-04-22 12:47:33,0,5.56.2
ada gojek mudah mles kluar rmh di tngah terikny mthari gjekin ja.slesai,4,2026-04-22 12:45:40,0,5.56.2
aplikasi ga bisa di andelin,1,2026-04-22 12:45:20,1,5.56.2
"Waktu jemput baik, kualitas kendaraan kurang perawatan....",5,2026-04-22 12:41:06,0,5.56.2
"aplikator kabar nya tidak mau bakar duit tapi bakar duit driver, promosi diskon dari para mitra driver dan resto, pesan gofood harganya mahal, ongkir juga mahal, apalagi akal akal an mode hemat , reguler,dan Flass/ekspres, padahal driver sama saja, bedanya cuma di pencarian driver oleh aplikator,kalo pake hemat di tahan lama tidak di kasih driver buat nunggu di dobel orderannya,kalo ekspres langsung dapet driver tapi lalo resto lama ya sampai tetap lama karena cuma modus gojek saja nyari untung",1,2026-04-22 12:29:31,2,5.56.2
"setelah bertahun-tahun menggunaka gojek akhirnya saya putuskan untuk tidak pakai lagi, karna banyak driver yang ngatur customer dan pengalaman² tidak menyenangkan lainya thank u gojek",1,2026-04-22 12:20:15,1,
"ganti akun, bikin akun, mau beli apa jg ok . gampang gk ribet.. pokok nya joss pisa,, driver nya ada di mna² mau hujan mau banjir di usahakan ada terus buat layanin customer nya🥰🥰",5,2026-04-22 12:05:02,0,5.56.2
murah dan drever nya ramah,5,2026-04-22 11:41:06,0,5.56.2
"butut, mentang2 order yang murah driver pada ga ada jawaban. udh 5 driver. pdahal pake yang murahpun saya suka kasih lebih",1,2026-04-22 11:26:54,1,5.56.2
"banyak drever yang mengeluh karna banyak kebijakan"" aplikator yang merugikan drever contoh program hemat gacor dan selot dan aceng,",1,2026-04-22 11:20:46,2,
"pembayarannya masih pakai gopay , pembayaran tunai dan qris tidak diterima di aplikasi ini , sedangkan saya gak bisa pesen pakai gopay kadang lupa isi saldo gopaynya aq",1,2026-04-22 10:51:51,1,5.56.2
madeppp,5,2026-04-22 10:40:09,0,5.56.2
Dijemput tepat waktu dan bila tidak ada konfirmasi dari driver,5,2026-04-22 10:22:48,0,5.56.2
sangat membantu . terimakasih,5,2026-04-22 10:16:23,0,5.51.1
aman dn cepat,5,2026-04-22 09:42:15,0,5.56.2
nyaman dn cepat penjemputan,5,2026-04-22 09:04:34,0,5.56.2
Ok deh gan mantap barang ya makasih banyak gan mantap barang ya,5,2026-04-22 09:03:58,0,5.56.2
"pendiri korup, ongkos korup, aduh",1,2026-04-22 09:00:27,0,5.56.2
"Pakai sejak 2015,,,,",5,2026-04-22 08:40:49,0,5.56.2
untuk pembayaran udh pake gopay tpi pas udh selesai.a tau2.a mlh pake cash udah gitu mau di ganti ke gopay gk bisa2 ini apk.a lgi kenapa dah,1,2026-04-22 08:19:57,1,5.56.2
tidak ada penalti driver seenaknya PHP penumpang dan tolong ada sistem disiplin driver seenaknya batalkan pesanan,1,2026-04-22 08:19:01,0,5.56.2
banyak diskonn!!!,5,2026-04-22 07:59:09,0,
Tepat waktu dan aman sampai tujuan,5,2026-04-22 07:21:50,0,5.56.2
makin songong,1,2026-04-22 07:03:32,0,5.56.2
Susah banget dapet gojek pagi pagi udah nyari setengah jam tetep gk dapet dapet pafahal harus berangkat pagi karna ada tka dan tkad malah yang pas hari ujian itu gk dapet gojek jadi sering telat ke sekolah.,1,2026-04-22 07:02:54,0,5.56.2
"Gojek sudah Banyak Membantu dalam perkembangan usaha saya, terima kasih",5,2026-04-22 06:32:44,0,4.10.3
toko sering tutup tengah malem tetapi pesanan sedang di proses jadi driver gabisa ambil dan pesanan susah di batalkan.,1,2026-04-22 03:52:39,0,4.87.2
boleh.....di coba akses pasti sukses,4,2026-04-22 03:50:35,0,5.56.2
"ngapain iklan Mulu di aplikasi lain,ganggu banget",1,2026-04-22 03:33:13,0,5.56.2
enak banget ya,5,2026-04-22 03:00:19,0,5.56.2
sy login gojek kok tak bisa ya tak ada di ksh kode otp nya dlu sy login pki redmi tapi sekarang sy login pki hp samsung A55 tolong di rubah segera kasih info nya ngimna bisa login biar sy bisa segera pki gojek nya,3,2026-04-22 00:28:38,1,5.57.2
oke sangat membantu banget,5,2026-04-22 00:28:07,0,5.56.2
AMAN SENTOSA,5,2026-04-22 00:01:30,0,
mNtap,5,2026-04-21 23:48:00,0,5.56.2
makin susah dapat driver padahal ga pake hemat,1,2026-04-21 23:40:59,0,
sangat membantu aku yang sangat kerepotan dengan anak bayi dua tdk bs kemana2 dengan adanya gojek perutku tak pernah kosong😎😁,5,2026-04-21 23:35:27,0,5.50.1
its so help...,5,2026-04-21 23:06:51,0,5.56.2
"makin kesini makin keliatan jelas sistem dajal lu,rakus driver&keluarga ny makin ditindas",1,2026-04-21 22:24:59,1,5.54.1
"driver bisa lihat rating yg diberikan oleh customer dan juga dia bisa memberikan rating kepada customer, heh bungg.. tolong dong buat customer jg bisa lihat ratingnya yg diberikan oleh driver jgn hanya sepihak!! update itu tambahin upload foto & video untuk rating makanan gofood. minta update doang gak ada perubahan, tuh biaya jasa aplikasi buat apaan?",1,2026-04-21 22:17:52,1,5.57.2
"aku suka gojek, sangat membantu aku untuk pergi², sayang gojek😆💚💚",4,2026-04-21 22:14:11,0,5.56.2
"ketemu driver g jelas sini order udah bayar lunas kirim makanan g hati2 padahal cuma 1 kresek besar endingnya jatuh semua, kyk sampah tolong drivernya d training lg yg bener",1,2026-04-21 22:06:02,1,5.56.2
mantablah pakai gojek,5,2026-04-21 21:34:49,0,
aku kasih bintang 3 untuk smentara karena kalo misalkan abis ujan suka lama banget nyaut ke gojeknya,3,2026-04-21 21:24:09,1,5.54.1
"kenapa ada 2 verifikasi.. (nomer hp dan email) jadi nggak bisa login di akun gojek, krn email sdh ganti..! sdh kirim email buat cari solusi...nggak dibalas..!!",2,2026-04-21 21:21:34,1,
semoga jadi lebih mudah,5,2026-04-21 20:56:07,0,5.56.2
"mohon maaf sebesar besarnya tetapi mohon ya bagi orang orang yg kyk gini,aku udh mesen gojek tetapi gojeknya gk sampai sampai padahal udh nunggu hampir tigapuluan menit,mohon ditegur atau dimarahi sekian terimakasih",1,2026-04-21 20:50:48,1,5.44.1
kebanyakan ambil untung,1,2026-04-21 20:36:03,1,5.56.2
"Untuk driver motor tidak ada masalah gercep,hanya untuk driver gocar sangat tidak rekomendasi. Gofood reguler biaya mahal dobel order pula.",2,2026-04-21 20:11:08,1,5.56.2
sangat membantu...cuma ada kekurangan sdikit..disaat buru buru...terkadang agak lama dapatnya driver...mungkin sj kekurangan personil atau pas lagi banyak yg boking gak tau...terima kasih...,5,2026-04-21 20:07:50,0,5.54.1
lama nunggu yang antar ada 1 jam gofood sekalian gak enak lagi ada setengah jam nungguin makanan nya keburu dingin tu makanan,1,2026-04-21 19:42:14,1,5.56.2
"Jek kenapa driver semakin digencet,digelas2 terus ongkir tuh gak si kuning mampu menyedot para cs 2 ijo kalau ngebati boleh jek kira2 lihat dilapangan fakta dilapangan kuning jg Food nya sudah berjalan buat para pemakai online yg ongkir murah jek ane wae si sudah ane mainin. gojek udah ongkir mahal potongan semakin gede ke dreper biaya oprasional di jalan malah di keruk abis pelanggan gojek kabur",1,2026-04-21 19:36:31,1,
SUSAH DAPAT KENDARAAN,1,2026-04-21 19:27:27,1,5.49.1
"makin kesini makin gak jelas dapat nyari driver susah minta ampun apalagi hujam dikit aja driver-drivernya pada gak mau ambil sekalinya dapat driver tidak bergerak, sama jangan coba2 pakai gocar hemat driver pada gak mau ambil, tolong diperbaiki dalam pemilihan kualitas driver driver gocar sekarang pilih2 jelek kualitasnya",1,2026-04-21 19:26:56,1,5.56.2
parah banget giliran pake gopay gak ada driver yg mau menerima order apalagi kalo paket hemat gak semua bisa pake apk business profil,1,2026-04-21 19:10:43,1,5.56.2
"sangat membantu sekali ,sikap dan pelayanan baik",5,2026-04-21 19:10:18,0,5.56.2
"sekarang klw pesan gofood lama sekali dan tidak bisa dibatalin. padahal resto nyiapinnya setelah dapat driver. harusnya klw blm dpt driver bisa dibatalin. payah lah sekarang ini. tarifnya naik, tapi pelayanan tidak dinaikkan dan malah cenderung lebih jelek.👎👎👎👎",1,2026-04-21 19:08:25,4,5.56.2
mantap .terima kasih. pelayanannya oke sekali.,5,2026-04-21 19:01:23,0,5.56.2
aplikasi ini sangat bagus,5,2026-04-21 19:01:20,0,5.56.2
"Pelayanannya standarlah, tepat waktu aman aman aja. Terus banyak yang plinplan, helm dari gojek g nyaman. Diharapkan helmnya coba ganti model ya",3,2026-04-21 18:56:54,1,5.56.2
gk bs diunduh aplikasi gojek,1,2026-04-21 18:37:58,1,
selalu dijemput cepat dan banyak discount,5,2026-04-21 18:33:44,0,5.53.2
UDAH ORDER GOFOOD TERUS GAK DAPET DRIVER KITA SURUH NUNGGU LAMA SAMPAI WAKTU EKTIMASI HABIS BARU BISA D CANCEL...KENAPA HARUS NUNGGU LAMA DULU BARU BISA CANCEL!,1,2026-04-21 18:24:04,1,
penerimaan orderan lama buangetttttttt pdhl udh orderan yg harganya tinggi,1,2026-04-21 17:44:21,1,
membantu klw bisa ongkir nya di kurangi🙏🏻🙏🏻,5,2026-04-21 17:38:39,0,
baik murah,5,2026-04-21 17:34:02,0,5.56.2
"yang bener buat aplikasi, orang pesen 1 datengnya smpe 3x mending yang di pesen murah gpp, ini yg di pesen mahal",1,2026-04-21 17:24:19,1,5.54.1
saran bikin aplikasi gofood sendiri biar yang tujuannya pake gojek cuma buat pesen mkan gaperlu ngehabisin terlalu banyak memori,4,2026-04-21 17:06:27,0,
driver manja gamau anter masuk mall padahal saya kasih uang parkir tolong perbaiki sistemnya ya saya gaakan rekomen gojek ke semua orang kalau msih kaya gini,1,2026-04-21 16:25:26,1,5.54.1
cepat dan nyaman diperjalanan,5,2026-04-21 16:20:15,0,
"setiap go food pakai gopay selalu di lambat lambatin,,,, sampek nunggu 3 jam",1,2026-04-21 16:05:44,1,5.54.1
cakeppppp dapat membantu pekerjaan orang,5,2026-04-21 15:43:01,0,5.56.2
"sekarang driver pada seenaknya cancel pesanan, padahal udah nunggu lama, emang gada sangsi atau apa gitu?",3,2026-04-21 15:40:23,1,
just 5 star!,5,2026-04-21 15:38:53,0,5.52.1
Coba dulu....,5,2026-04-21 15:31:15,0,5.56.2
bagus gampang bnget,5,2026-04-21 15:29:42,0,5.56.2
banyakin ptomonya,5,2026-04-21 15:28:23,0,5.56.2
game bolak balok kok kaga ada bang,5,2026-04-21 15:26:39,0,
"saya udah pake apk gojek lebih dari 3th apk ini bagus ,driver 99% ramah,sopan dan profesional 🤩",5,2026-04-21 15:22:39,0,
"Gak punya hati sama sekali n gak punya otak sama sekali. klo ada masalah, yg jawab Robot mesin. jd gak pernah ada solusi jawaban nya itu terus mau qta tanya ribuan kali, jawaban nya tetep sama. Robot semuanya",1,2026-04-21 15:01:57,1,
kerenlah mantaf semangatt,5,2026-04-21 15:00:03,0,5.45.1
harga tersangka murah dan wort it driver nya ramah dan pelayanan nya oke sih,5,2026-04-21 14:58:10,0,5.56.2
Senang sekali pakai aplikasi gojek,5,2026-04-21 14:49:25,0,5.53.2
"saya salah transfer tapi nggak juga ditanggapi dan saldo tidak kembali, padahal nomer yang saya transfer udah nggak aktif",2,2026-04-21 14:44:06,1,
tepat waktu dan menyenangkan,4,2026-04-21 14:36:31,0,5.56.2
"susah dapet drivernya , sekalinya dapet jauh banget",3,2026-04-21 14:09:30,1,5.55.2
"cape kali lihtnya ya, asal dapat pda jauh semua dah gitu gak gerak"" lagi pas dh di pesan cape nunggu nya tolong dong gmna ni, bolak balik saya batalin jadiny",2,2026-04-21 13:51:49,1,3.48.2
on time dan kendaraan bersih,5,2026-04-21 13:41:04,0,5.56.2
Mantap lumayan,5,2026-04-21 13:33:01,0,
"jelekk bgt asal buka aplikasi gojekkkkk gada sinyalllllll , parahhhhhhh",1,2026-04-21 13:21:02,1,5.56.2
apk ini sangat bagus buat orang yg mageran masak/beli makanan diluar kaya aku.,5,2026-04-21 12:37:08,0,5.56.2
"Min, minta tolong dong sediain opsi pembayaran pakai QRIS🙏🏻🙏🏻",4,2026-04-21 12:35:31,0,5.52.1
baik pelayanannya,5,2026-04-21 12:34:22,0,
senang bersama gojek,5,2026-04-21 12:06:01,0,
saya mau daftar akun tp otp yg dikirim kok salah terus y??,1,2026-04-21 11:24:05,1,5.56.2
sopn dan rama full...,5,2026-04-21 10:46:32,0,5.56.2
"go transit sama sekali ga bisa dipake, mohon bantuannya",1,2026-04-21 09:58:59,1,
susah dapat driver di daerah ku 🥲,1,2026-04-21 09:51:48,1,5.56.2
pelayanannya sangat bagus.. terimakasih,5,2026-04-21 09:40:05,0,5.56.2
yes oke bagus baik essipp,5,2026-04-21 09:39:41,0,5.54.1
"Sangat bermanfaat saat di area kota, mau kemana aja bisa, kuncinya 1 punya uang 😂",5,2026-04-21 08:16:36,1,5.56.2
"cepat, sangat baik",5,2026-04-21 08:15:55,0,5.56.2
"Tolong hapus fitur ambil order otomatis untuk driver. Sering dapet driver yang diem terus ga gerak2, atau malah ada driver yang ambil order saya tapi malah menjauh dari posisi saya. Atau mungkin lebih baik ada fitur tombol ""ambil"" yang harus diklik secara manual oleh driver ketika mendapatkan orderan, dan tombol tersebut memiliki batas waktu beberapa detik. Tapi notifikasi ""orderan terambil"" dari sisi pengguna muncul ketika driver telah meng-accept orderan yang terambil otomatis. Terimakasih",4,2026-04-21 08:09:06,8,5.56.2
SANGAT AMAN DAN NYAMAN,5,2026-04-21 07:49:07,0,5.56.2
sesuai aplikasi,5,2026-04-21 07:12:06,0,5.56.2
"driver gada yang niat kerja. padahal jarak nya deket, tapi ga mau jalan. udah gitu gamau cancel dri drivernya. udah gitu selalu daper driver jauh, giliran yang deket juga pada males malesan. padahal jarak penjemputan cuma 500m di bilang jauh.",1,2026-04-21 07:11:32,1,5.56.2
perjalanan makin asyik dgn Go car,5,2026-04-21 07:10:50,0,5.56.2
pesan pengendara cpt dtg&hati2 bw kendaraan,5,2026-04-21 07:09:46,0,5.57.1
"responnya cepat....,.",5,2026-04-21 06:30:09,0,
lagi butuh banget tidak bisa daftar :(,1,2026-04-21 05:16:16,1,
knapa aplikasi go catnya tidak bisa dibuka?,1,2026-04-21 04:40:14,2,5.30.1
semua jdi driver tapi untuk ke food ga ada driver nya miris x,1,2026-04-21 03:48:55,1,5.56.2
Recomended Banget Untuk Pesan Makanan Soalnya Banyak Promo Di Gofood👌👍,5,2026-04-21 03:12:05,0,5.56.2
"gofood hampir 2 jam, tolong carikan solusi",1,2026-04-21 02:55:37,1,
maksh,5,2026-04-21 02:41:36,0,5.56.2
semoga dapat playlater,4,2026-04-21 01:43:55,0,5.56.2
ditolak trus saat hujan dan tidak ada driver. padahal di apk sebelah bisa nyantol cepet. di apk ini 6-7kali percobaan sama aja. mau gocar gojek. di prioritas pencarian pun tidak dapat. kecewa sayaq,1,2026-04-21 01:23:14,1,
Gojek sampah susah banget pakainya.,5,2026-04-21 00:18:25,0,5.56.2
driver terlalu pemilih,1,2026-04-21 00:01:42,1,5.56.2
